Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
277,Brooklyn-Queens Nursing Home,NH,Residential Health Care Facility - SNF,10/1/1998,2749 Linden Blvd,,Brooklyn,New York,11208,7182775100,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001382N,Brooklyn-Queens Nursing Home Inc,2749 Linden Boulevard,,Brooklyn,New York,11208,,,,,New York,,Business Corporation,40.669674,-73.862778,"(40.669674, -73.862778)"
278,"Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC",NH,Residential Health Care Facility - SNF,2/1/1989,292 Main Street,,East Aurora,New York,14052,7166521560,,,14,Erie,1,Western Regional Office - Buffalo,,,1422303N,"Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC",292 Main Street,,East Aurora,New York,14052,,,,,New York,,LLC,42.768101,-78.623482,"(42.768101, -78.623482)"
280,Bertrand Chaffee Hospital,HOSP,Hospital,1/1/1901,224 East Main St,,Springville,New York,14141,7165922871,,,14,Erie,1,Western Regional Office - Buffalo,,,1427000H,Bertrand Chaffee Hospital,224 East Main Street,,Springville,New York,14141,,,,,New York,,Not for Profit Corporation,42.508575,-78.659103,"(42.508575, -78.659103)"
281,Jennie B Richmond Chaffee Nursing Home Company Inc,NH,Residential Health Care Facility - SNF,1/1/1901,222 East Main Street,,Springville,New York,14141,7165922871,,,14,Erie,1,Western Regional Office - Buffalo,,,1427000N,Jennie B Richmond Chaffee Nursing Home Co Inc,222 East Main Street,,Springville,New York,14141,,,,,New York,,Not for Profit Corporation,42.508579,-78.659195,"(42.508579, -78.659195)"
282,Fiddlers Green Manor Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,4/27/1998,168 West Main Street,,Springville,New York,14141,7165924781,,,14,Erie,1,Western Regional Office - Buffalo,,,1427303N,"JSSG Healthcare, LLC",255 Warner Avenue,,Roslyn Heights,New York,11577,,,,,New York,,LLC,42.508789,-78.673546,"(42.508789, -78.673546)"
284,"Absolut Center for Nursing and Rehabilitation at Orchard Park, LLC",NH,Residential Health Care Facility - SNF,2/1/1989,6060 Armor Road,,Orchard Park,New York,14127,7166624433,,,14,Erie,1,Western Regional Office - Buffalo,,,1435303N,"Absolut Center for Nursing and Rehabilitation at Orchard Park, LLC",6060 Armor Road,,Orchard Park,New York,14127,,,,,New York,,LLC,42.751263,-78.762733,"(42.751263, -78.762733)"
288,Beechwood Homes,NH,Residential Health Care Facility - SNF,2/1/1989,2235 Millersport Highway,,Getzville,New York,14068,7166888822,,,14,Erie,1,Western Regional Office - Buffalo,,,1451306N,"Beechwood Health Care Center, Inc.",2235 Millersport Highway,,Getzville,New York,14068,,,,,New York,,Not for Profit Corporation,43.009171,-78.772995,"(43.009171, -78.772995)"
292,Sisters of Charity Hospital - St Joseph Campus,HOSP,Hospital,1/1/1901,2605 Harlem Road,,Cheektowaga,New York,14225,7168912400,,,14,Erie,1,Western Regional Office - Buffalo,Sisters of Charity Hospital,218,1401013H,"Catholic Health System, Inc.",144 Genesee Street,Seton Professional Building,Buffalo,New York,14203,Sisters of Charity Hospital of Buffalo New York Inc,2157 Main Street,,Buffalo,New York,14214,Business Corporation,42.914642,-78.784241,"(42.914642, -78.784241)"
294,Garden Gate Health Care Facility,NH,Residential Health Care Facility - SNF,1/1/1970,2365 Union Road,,Cheektowaga,New York,14227,7166688100,,,14,Erie,1,Western Regional Office - Buffalo,,,1455300N,Garden Gate Health Care Facility LLC,1827 Seneca Street,,Buffalo,New York,14210,,,,,New York,,Individual,42.87645,-78.753273,"(42.87645, -78.753273)"
296,Brothers of Mercy Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,1/1/1901,10570 Bergtold Road,,Clarence,New York,14031,7167596985,,,14,Erie,1,Western Regional Office - Buffalo,,,1456300N,Brothers of Mercy Nursing Home Company Inc,4520 Ransom Road,,Clarence,New York,14031,,,,,New York,,Not for Profit Corporation,42.96611,-78.594223,"(42.96611, -78.594223)"
299,Elderwood at Grand Island,NH,Residential Health Care Facility - SNF,2/1/1989,2850 Grand Island Blvd,,Grand Island,New York,14072,7167735900,,,14,Erie,1,Western Regional Office - Buffalo,,,1464302N,"2850 Grand Island Boulevard Operating Company, LLC",641 Lexington Avenue,31st Floor,New York,New York,10022,,,,,New York,,LLC,43.039127,-78.979385,"(43.039127, -78.979385)"
300,Seneca Health Care Center,NH,Residential Health Care Facility - SNF,1/1/1901,2987 Seneca Street,,West Seneca,New York,14224,7168280500,,,14,Erie,1,Western Regional Office - Buffalo,,,1474301N,Seneca Health Care Center LLC,"360 Delaware Avenue, Suite 400",,Buffalo,New York,14202,,,,,New York,,LLC,42.83955,-78.782463,"(42.83955, -78.782463)"
303,The University of Vermont Health Network - Elizabethtown Community Hospital,,Primary Care Hospital - Critical Access Hospital,8/1/1980,75 Park Street,,Elizabethtown,New York,12932,5188736377,,,15,Essex,4,Capital District Regional Office,,,1552701C,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Elizabethtown Community Hospital Inc,Park Street,,Elizabeth,New York,12932,Not for Profit Corporation,44.215466,-73.596558,"(44.215466, -73.596558)"
304,Essex County Board of Supervisors c/o County Public Health Nursing Service,DTC,Diagnostic and Treatment Center,9/27/1979,"P.O. Box 217, 132 Water Street",,Elizabethtown,New York,12932,5188733500,,,15,Essex,4,Capital District Regional Office,,,1521200R,Essex County Nursing Service of Public Health Committee,Court House,,Elizabethtown,New York,12932,,,,,New York,,County,44.212898,-73.594398,"(44.212898, -73.594398)"
305,Essex Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,1/1/1901,81 Park Street,81 Park Street,Elizabethtown,New York,12932,5188733570,,,15,Essex,4,Capital District Regional Office,,,1552300N,Essex Operations Associates LLC,81 Park Street,,Essex,New York,12932,,,,,New York,,LLC,44.214958,-73.596176,"(44.214958, -73.596176)"
306,Adirondack Medical Center-Lake Placid Site,HOSP,Hospital,1/1/1991,Church Street,,Lake Placid,New York,12946,5185233311,,,15,Essex,4,Capital District Regional Office,Adirondack Medical Center-Saranac Lake Site,324,1623001H,Adirondack Medical Center,Lake Colby Drive,,Saranac Lake,New York,12983,,,,,New York,,Not for Profit Corporation,44.26572,-73.981155,"(44.26572, -73.981155)"
309,Moses-Ludington Hospital,,Primary Care Hospital - Critical Access Hospital,6/28/2000,1019 Wicker Street,,Ticonderoga,New York,12883,5185852831,,,15,Essex,4,Capital District Regional Office,,,1564701C,Moses-Ludington Hospital,2 Wicker St,,Ticonderoga,New York,12883,,,,,New York,,Not for Profit Corporation,43.849476,-73.435593,"(43.849476, -73.435593)"
310,Heritage Commons Residential Health Care,NH,Residential Health Care Facility - SNF,2/1/1979,1019 Wicker Street,,Ticonderoga,New York,12883,5185856771,,,15,Essex,4,Capital District Regional Office,,,1527300N,Moses Ludington Nursing Home Inc,Box 472,,Ticonderoga,New York,12883,,,,,New York,,Not for Profit Corporation,43.849476,-73.435593,"(43.849476, -73.435593)"
315,Elderwood of Uihlein at Lake Placid,NH,Residential Health Care Facility - SNF,5/26/1987,185 Old Military Road,,Lake Placid,New York,12946,5185232464,,,15,Essex,4,Capital District Regional Office,,,1560302N,"185 Old Military Road Operating Company, LLC",185 Old Military Road,,Lake Placid,New York,12946,,,,,New York,,LLC,44.265972,-73.983253,"(44.265972, -73.983253)"
318,Primary Care Network,HOSP-EC,Hospital Extension Clinic,10/28/1980,One Fordham Plaza,,Bronx,New York,10458,7189332400,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Montefiore Medical Center - Henry & Lucy Moses Div,1169,7000006H,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Montefiore Medical Center,111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.86064,-73.890228,"(40.86064, -73.890228)"
320,Mercy Living Center,NH,Residential Health Care Facility - SNF,3/10/1980,114 Wawbeek Ave,,Tupper Lake,New York,12986,5183593355,,,16,Franklin,4,Capital District Regional Office,,,1620300N,Adirondack Medical Center,Lake Colby Drive,,Saranac Lake,New York,12983,,,,,New York,,Not for Profit Corporation,44.217003,-74.462776,"(44.217003, -74.462776)"
324,Adirondack Medical Center-Saranac Lake Site,HOSP,Hospital,1/1/1991,"2233 State Rt 86, P.O. Box 471",,Saranac Lake,New York,12983,5188914141,,,16,Franklin,4,Capital District Regional Office,,,1623001H,Adirondack Medical Center,Lake Colby Drive,,Saranac Lake,New York,12983,,,,,New York,,Not for Profit Corporation,44.343929,-74.144363,"(44.343929, -74.144363)"
325,Alice Hyde Medical Center,HOSP,Hospital,1/1/1901,133 Park Street,,Malone,New York,12953,5184833000,,,16,Franklin,4,Capital District Regional Office,,,1624000H,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Alice Hyde Medical Center,115 Park St,,Malone,New York,12953,Not for Profit Corporation,44.85677,-74.291893,"(44.85677, -74.291893)"
326,Alice Hyde Medical Center,NH,Residential Health Care Facility - SNF,1/1/1901,45 Sixth Street,,Malone,New York,12953,5184818000,5184818028,,16,Franklin,4,Capital District Regional Office,,,1624000N,Alice Hyde Medical Center,115 Park St,,Malone,New York,12953,,,,,New York,,Not for Profit Corporation,44.857291,-74.290803,"(44.857291, -74.290803)"
327,Franklin County Public Health Services,DTC,Diagnostic and Treatment Center,9/27/1979,355 West Main Street,,Malone,New York,12953,5184811710,,,16,Franklin,4,Capital District Regional Office,,,1624200R,County of Franklin,"Court House 355 West Main Street, Suite 425",,Malone,New York,12953,,,,,New York,,County,44.849921,-74.29516,"(44.849921, -74.29516)"
330,Nathan Littauer Hospital,HOSP,Hospital,1/1/1901,99 East State Street,,Gloversville,New York,12078,5187258621,,,17,Fulton,4,Capital District Regional Office,,,1701000H,Nathan Littauer Hospital Inc,99 East State Street,,Gloversville,New York,12078,,,,,New York,,Not for Profit Corporation,43.068096,-74.330643,"(43.068096, -74.330643)"
331,Nathan Littauer Hospital Nursing Home,NH,Residential Health Care Facility - SNF,1/1/1901,99 East State Street,,Gloversville,New York,12078,5187735611,,,17,Fulton,4,Capital District Regional Office,,,1701000N,Nathan Littauer Hospital Inc,99 East State Street,,Gloversville,New York,12078,,,,,New York,,Not for Profit Corporation,43.068096,-74.330643,"(43.068096, -74.330643)"
332,Planned Parenthood Mohawk Hudson Inc Johnstown,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/1/1980,400 North Perry Street,,Johnstown,New York,12095,5187361911,,,17,Fulton,4,Capital District Regional Office,Planned Parenthood Mohawk Hudson Inc,832,4601211R,Planned Parenthood Mohawk Hudson Inc,1040 State Street,,Schenectady,New York,12305,,,,,New York,,Not for Profit Corporation,43.020668,-74.368668,"(43.020668, -74.368668)"
333,Methadone Clinic III,HOSP-EC,Hospital Extension Clinic,9/27/2005,211-221 Powell Street,,Brooklyn,New York,11212,7184856000,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,St Joseph's Medical Center,1098,5907002H,"St. Josephs Hospital, Yonkers",127 S Broadway,,Yonkers,New York,10701,,,,,New York,,Not for Profit Corporation,40.669186,-73.903755,"(40.669186, -73.903755)"
335,Wells Nursing Home Inc,NH,Residential Health Care Facility - SNF,9/27/1979,201 W Madison Avenue,,Johnstown,New York,12095,5187624546,,,17,Fulton,4,Capital District Regional Office,,,1702300N,Wells Nursing Home Inc,210 West Madison Ave,,Johnstown,New York,12095,,,,,New York,,Not for Profit Corporation,43.00095,-74.375664,"(43.00095, -74.375664)"
336,Fulton County Public Health Department,DTC,Diagnostic and Treatment Center,9/27/1979,2714 State Hwy 29,,Johnstown,New York,12095,5187365720,,,17,Fulton,4,Capital District Regional Office,,,1702200R,Fulton County Nursing Service of Public Health Committee,County Building,,Johnstown,New York,12095,,,,,New York,,County,43.018066,-74.348953,"(43.018066, -74.348953)"
337,Fulton Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,1/1/1901,847 Cohwy 122,,Gloversville,New York,12078,5187733400,,,17,Fulton,4,Capital District Regional Office,,,1754301N,"Fulton Operations Associates, LLC",1601 Bronxdale Avenue,,Bronx,New York,10462,,,,,New York,,LLC,43.072311,-74.370544,"(43.072311, -74.370544)"
339,United Memorial Medical Center North Street Campus,HOSP,Hospital,1/1/1901,127 North St,,Batavia,New York,14020,5853436030,,,18,Genesee,1,Western Regional Office - Buffalo,,,1801000H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,United Memorial Medical Center,127 North St,,Batavia,New York,14020,Not for Profit Corporation,43.00404,-78.177475,"(43.00404, -78.177475)"
340,United Memorial Medical Center Bank Street Campus,HOSP,Hospital,1/1/2000,16 Bank Street,,Batavia,New York,14020,5853436030,,,18,Genesee,1,Western Regional Office - Buffalo,United Memorial Medical Center North Street Campus,339,1801000H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,United Memorial Medical Center,127 North St,,Batavia,New York,14020,Not for Profit Corporation,42.998436,-78.181587,"(42.998436, -78.181587)"
343,"Batavia Health Care Center, LLC",NH,Residential Health Care Facility - SNF,8/1/1980,257 State St,,Batavia,New York,14020,5853431300,5853443756,,18,Genesee,1,Western Regional Office - Buffalo,,,1801307N,"Batavia Health Care Center, LLC",257 State Street,,Batavia,New York,14020,,,,,New York,,LLC,43.009781,-78.181778,"(43.009781, -78.181778)"
344,Premier Genesee Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,1/1/1901,278 Bank Street,,Batavia,New York,14020,5853440584,5853444685,,18,Genesee,1,Western Regional Office - Buffalo,,,1801308N,"Genesee Center Operating, LLC",278 Bank Street,,Batavia,New York,14020,,,,,New York,,LLC,43.008652,-78.177483,"(43.008652, -78.177483)"
346,Genesee County Health Department,DTC,Diagnostic and Treatment Center,9/27/1979,3837 West Main Street Road,,Batavia,New York,14020,5853442580,,,18,Genesee,1,Western Regional Office - Buffalo,,,1852200R,Genesee County Health Department,Main Street,,Batavia,New York,14020,,,,,New York,,County,43.007389,-78.226723,"(43.007389, -78.226723)"
349,The Pines at Catskill Center for Nursing & Rehabilitation,NH,Residential Health Care Facility - SNF,2/1/1989,154 Jefferson Heights,,Catskill,New York,12414,5189435151,,,19,Greene,4,Capital District Regional Office,,,1921303N,"Catskill Crossings, LLC",154 Jefferson Heights,,Catskill,New York,12414,,,,,New York,,LLC,42.231598,-73.877724,"(42.231598, -73.877724)"
350,Greene Meadows Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,12/29/1987,161 Jefferson Heights,,Catskill,New York,12414,5189439380,5189432306,,19,Greene,4,Capital District Regional Office,,,1953300N,"Kaaterskil Operating, LLC",161 Jefferson Heights,,Catskill,New York,12414,,,,,New York,,LLC,42.231789,-73.878349,"(42.231789, -73.878349)"
355,Hamilton County Board of Supervisors c/o County Public Health Nursing Service,DTC,Diagnostic and Treatment Center,9/27/1979,P.O. Box 250 White Birch Lane,,Indian Lake,New York,12842,5186486141,,,20,Hamilton,4,Capital District Regional Office,,,2055200R,Hamilton County Nursing Service of Public Health Committee,County Office Bldg Rte 8,,Lake Pleasant,New York,12108,,,,,New York,,County,43.7584,-74.252502,"(43.7584, -74.252502)"
357,Mohawk Valley Health Care Center,NH,Residential Health Care Facility - SNF,1/1/1901,99 Sixth Avenue,,Ilion,New York,13357,3158954050,3155740059,,21,Herkimer,3,Central New York Regional Office,,,2101301N,"MVNH Associates, LLC",9958 Church Street,,Baldwin,New York,11510,,,,,New York,,LLC,43.018436,-75.047272,"(43.018436, -75.047272)"
359,Herkimer County Public Health Nursing Service,DTC,Diagnostic and Treatment Center,9/27/1979,301 North Washington Street,,Herkimer,New York,13350,3158671112,,,21,Herkimer,3,Central New York Regional Office,,,2124200R,Herkimer County Public Health Nursing Service,County Office Building,,Herkimer,New York,13350,,,,,New York,,County,43.028847,-74.98719,"(43.028847, -74.98719)"
360,Folts Home,NH,Residential Health Care Facility - SNF,1/1/1901,104 North Washington Street,,Herkimer,New York,13350,3158666964,,,21,Herkimer,3,Central New York Regional Office,,,2124300N,HomeLife at Folts LLC,104 North Washington Street,,Herkimer,New York,13350,,,,,New York,,LLC,43.026329,-74.984627,"(43.026329, -74.984627)"
362,Little Falls Hospital,,Primary Care Hospital - Critical Access Hospital,2/1/1979,140 Burwell Street,,Little Falls,New York,13365,3158231000,,,21,Herkimer,3,Central New York Regional Office,,,2129700C,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Little Falls Hospital,140 Burwell Street,,Little Falls,New York,13365,Not for Profit Corporation,43.043964,-74.847458,"(43.043964, -74.847458)"
364,Alpine Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,2/1/1989,755 East Monroe Street,,Little Falls,New York,13365,3158231001,3158232418,,21,Herkimer,3,Central New York Regional Office,,,2129303N,"Palffy Group LLC Nursing Home, Inc",755 East Monroe Street,,Little Falls,New York,13365,,,,,New York,,LLC,43.053211,-74.851563,"(43.053211, -74.851563)"
367,Samaritan Medical Center,HOSP,Hospital,1/1/1901,830 Washington St,,Watertown,New York,13601,3157854000,,,22,Jefferson,3,Central New York Regional Office,,,2201000H,Samaritan Medical Center,830 Washington St,,Watertown,New York,13601,,,,,New York,,Not for Profit Corporation,43.964928,-75.912827,"(43.964928, -75.912827)"
368,Samaritan Keep Nursing Home Inc,NH,Residential Health Care Facility - SNF,1/1/1901,133 Pratt St,,Watertown,New York,13601,3157854400,,,22,Jefferson,3,Central New York Regional Office,,,2201000N,Samaritan Medical Center,830 Washington St,,Watertown,New York,13601,Samaritan Keep Nursing Home Inc,133 Pratt Street,,Watertown,New York,13601,Not for Profit Corporation,43.964409,-75.914154,"(43.964409, -75.914154)"
377,"River Hospital, Inc.",,Primary Care Hospital - Critical Access Hospital,1/30/1980,4 Fuller Street,,Alexandria Bay,New York,13607,3154822511,,,22,Jefferson,3,Central New York Regional Office,,,2221700C,"River Hospital, Inc.",4 Fuller Street,,Alexandria Bay,New York,13607,,,,,New York,,Not for Profit Corporation,44.337296,-75.919991,"(44.337296, -75.919991)"
379,Carthage Area Hospital Inc,,Primary Care Hospital - Critical Access Hospital,1/1/1901,1001 West Street,,Carthage,New York,13619,3154931000,,,22,Jefferson,3,Central New York Regional Office,,,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,43.986073,-75.595421,"(43.986073, -75.595421)"
381,Carthage Center for Rehabilitaiton and Nursing,NH,Residential Health Care Facility - SNF,2/1/1989,1045 West Street,,Carthage,New York,13619,3154933220,,,22,Jefferson,3,Central New York Regional Office,,,2238304N,CLR Carthage LLC,4770 White Plains Road,,Bronx,New York,10470,,,,,New York,,LLC,43.986763,-75.59201,"(43.986763, -75.59201)"
383,Lewis County General Hospital,,Primary Care Hospital - Critical Access Hospital,1/1/1901,7785 North State Street,,Lowville,New York,13367,3153765200,,,24,Lewis,3,Central New York Regional Office,,,2424700C,County of Lewis,Court House,,Lowville,New York,13367,,,,,New York,,County,43.795677,-75.498146,"(43.795677, -75.498146)"
384,Lewis County General Hospital-Nursing Home Unit,NH,Residential Health Care Facility - SNF,1/1/1901,7785 North State Street,,Lowville,New York,13367,3153765200,,,24,Lewis,3,Central New York Regional Office,,,2424000N,County of Lewis,Court House,,Lowville,New York,13367,,,,,New York,,County,43.795677,-75.498146,"(43.795677, -75.498146)"
385,Lewis County Public Health Agency,DTC,Diagnostic and Treatment Center,9/27/1979,7785 N State Street,,Lowville,New York,13367,3153765453,,,24,Lewis,3,Central New York Regional Office,,,2424200R,Lewis County Public Health Agency,Court House,,Lowville,New York,13367,,,,,New York,,County,43.795677,-75.498146,"(43.795677, -75.498146)"
387,"Avon Nursing Home, LLC",NH,Residential Health Care Facility - SNF,2/1/1980,215 Clinton Street,,Avon,New York,14414,5852262225,,,25,Livingston,2,Western Regional Office - Rochester,,,2520301N,"Avon Nursing Home, LLC",215 Clinton Street,,Avon,New York,14414,,,,,New York,,LLC,42.907703,-77.738251,"(42.907703, -77.738251)"
388,Livingston County Health Department,DTC,Diagnostic and Treatment Center,9/27/1979,Murray Hill,,Mt Morris,New York,14510,5852437290,,,25,Livingston,2,Western Regional Office - Rochester,,,2522200R,Livingston County Health Department,Building 2 Murray Hill,,Mt Morris,New York,14510,,,,,New York,,County,42.728291,-77.880081,"(42.728291, -77.880081)"
390,Livingston County Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,1/1/1901,11 Murray Hill Drive,,Mt Morris,New York,14510,5852437200,,,25,Livingston,2,Western Regional Office - Rochester,,,2522300N,Livingston County Board of Supervisors,Building 2 Murray Hill,,Mt Morris,New York,14510,,,,,New York,,County,42.729244,-77.880768,"(42.729244, -77.880768)"
392,Conesus Lake Nursing Home,NH,Residential Health Care Facility - SNF,2/1/1980,"6131 Big Tree Road, Box F",,Livonia,New York,14487,5853463001,,,25,Livingston,2,Western Regional Office - Rochester,,,2525301N,"Conesus Lake Nursing Home, LLC","6131 Big Tree Road, Box F",,Livonia,New York,14487,,,,,New York,,LLC,42.826077,-77.686272,"(42.826077, -77.686272)"
393,Nicholas H Noyes Memorial Hospital,HOSP,Hospital,1/1/1901,111 Clara Barton Street,,Dansville,New York,14437,5853356001,,,25,Livingston,2,Western Regional Office - Rochester,,,2527000H,Nicholas H Noyes Memorial Hospital,111 Clara Barton Street,,Dansville,New York,11437,,,,,New York,,Not for Profit Corporation,42.551964,-77.700195,"(42.551964, -77.700195)"
394,Tri-County Family Medicine,DTC,Diagnostic and Treatment Center,9/27/1979,60 Red Jacket Street,,Dansville,New York,14437,5853353416,5853358695,,25,Livingston,2,Western Regional Office - Rochester,,,2527200R,Tri-County Family Medicine Program Inc,Red Jacket Road Box 339,,Dansville,New York,14437,,,,,New York,,Not for Profit Corporation,42.55357,-77.695084,"(42.55357, -77.695084)"
397,Oneida Healthcare,HOSP,Hospital,2/1/1979,321 Genesee Street,,Oneida,New York,13421,3153636000,,,26,Madison,3,Central New York Regional Office,,,2601001H,"Oneida Health Systems, Inc",323 Genesee Street,,Oneida,New York,13421,,,,,New York,,Not for Profit Corporation,43.07869,-75.654449,"(43.07869, -75.654449)"
398,Oneida Healthcare,NH,Residential Health Care Facility - SNF,2/1/1989,323 Genesee Street,,Oneida,New York,13421,3153636000,,,26,Madison,3,Central New York Regional Office,,,2601001N,"Oneida Health Systems, Inc",323 Genesee Street,,Oneida,New York,13421,,,,,New York,,Not for Profit Corporation,43.078709,-75.654625,"(43.078709, -75.654625)"
399,Madison County Public Health Department,DTC,Diagnostic and Treatment Center,9/27/1979,County Office Bldg,,Wampsville,New York,13163,3153662361,,,26,Madison,3,Central New York Regional Office,,,2601200R,Madison County Public Health Nursing Service,County Office Bldg Po Box 605,,Wampsville,New York,13163,,,,,New York,,County,43.080398,-75.705769,"(43.080398, -75.705769)"
401,Community Memorial Hospital Inc,,Primary Care Hospital - Critical Access Hospital,1/1/1901,150 Broad St,,Hamilton,New York,13346,3158241100,,,26,Madison,3,Central New York Regional Office,,,2625700C,Community Memorial Hospital Inc,150 Broad Street,,Hamilton,New York,13346,,,,,New York,,Not for Profit Corporation,42.814011,-75.541962,"(42.814011, -75.541962)"
403,The Grand Rehabilitation and Nursing at Chittenango,NH,Residential Health Care Facility - SNF,2/1/1989,331 Russell Street,,Chittenango,New York,13037,3156879169,3156879720,,26,Madison,3,Central New York Regional Office,,,2629303N,"Chittenango Center, LLC",331 Russell Street,,Chittenango,New York,13037,,,,,New York,,LLC,43.049301,-75.869614,"(43.049301, -75.869614)"
409,Highland Hospital,HOSP,Hospital,1/1/1901,1000 South Avenue,,Rochester,New York,14620,5854732200,,,27,Monroe,2,Western Regional Office - Rochester,,,2701001H,Highland Hospital of Rochester Inc,South Avenue At Bellevue Dr,,Rochester,New York,14620,"Strong Partners Health System, Inc.",601 Elmwood Avenue,,Rochester,New York,14642,Not for Profit Corporation,43.135769,-77.607544,"(43.135769, -77.607544)"
411,Rochester General Hospital,HOSP,Hospital,1/1/1901,1425 Portland Avenue,,Rochester,New York,14621,5859224000,,,27,Monroe,2,Western Regional Office - Rochester,,,2701003H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Not for Profit Corporation,43.192619,-77.584503,"(43.192619, -77.584503)"
412,The Unity Hospital of Rochester-St Marys Campus,HOSP,Hospital,1/1/1970,89 Genesee Street,,Rochester,New York,14611,5857237000,,,27,Monroe,2,Western Regional Office - Rochester,The Unity Hospital of Rochester,471,2754001H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Park Ridge Hospital Inc,1555 Long Pond Road,,Rochester,New York,14626,Not for Profit Corporation,43.14901,-77.636139,"(43.14901, -77.636139)"
413,Strong Memorial Hospital,HOSP,Hospital,1/1/1901,601 Elmwood Avenue,,Rochester,New York,14642,5852758387,5852731118,,27,Monroe,2,Western Regional Office - Rochester,,,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.124336,-77.623779,"(43.124336, -77.623779)"
414,Monroe Community Hospital,HOSP,Hospital,1/1/1901,435 East Henrietta Road,,Rochester,New York,14620,5857606500,,,27,Monroe,2,Western Regional Office - Rochester,,,2701006H,County of Monroe,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.112251,-77.616165,"(43.112251, -77.616165)"
415,Eastman Dental Center,DTC,Diagnostic and Treatment Center,7/1/1997,625 Elmwood Avenue,,Rochester,New York,14620,5852755051,,,27,Monroe,2,Western Regional Office - Rochester,,,2701231R,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.124374,-77.622765,"(43.124374, -77.622765)"
416,Mary M Gooley Hemophilia Center,DTC,Diagnostic and Treatment Center,1/1/1901,1415 Portland Avenue,,Rochester,New York,14621,5859225700,,,27,Monroe,2,Western Regional Office - Rochester,,,2701202R,Mary M Gooley Hemophilia Ctr Inc,1425 Portland Avenue,,Rochester,New York,14621,,,,,New York,,Not for Profit Corporation,43.192207,-77.584473,"(43.192207, -77.584473)"
418,United Cerebral Palsy Association of the Rochester Area Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/27/1979,1000 Elmwood Avenue,,Rochester,New York,14620,7162483288,,,27,Monroe,2,Western Regional Office - Rochester,"United Cerebral Palsy Association of the Rochester Area, Inc",3406,2701206R,United Cerebral Palsy Assn of the Rochester Area Inc,1000 Elmwood Ave,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.125015,-77.612144,"(43.125015, -77.612144)"
419,Hearing and Speech Center of Rochester Inc,DTC,Diagnostic and Treatment Center,9/27/1979,1000 Elmwood Avenue,,Rochester,New York,14620,5852710680,5854424114,,27,Monroe,2,Western Regional Office - Rochester,,,2701207R,Hearing and Speech Center of Rochester Inc,1000 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.125015,-77.612144,"(43.125015, -77.612144)"
420,Anthony L Jordan Health Center,DTC,Diagnostic and Treatment Center,9/27/1979,Box 876-82 Holland St,,Rochester,New York,14605,5854232801,,,27,Monroe,2,Western Regional Office - Rochester,,,2701211R,Anthony L Jordan Health Center,Box 876-82 Holland Street,,Rochester,New York,14603,,,,,New York,,Not for Profit Corporation,43.168159,-77.603317,"(43.168159, -77.603317)"
